# Exported: 2026-04-06 | Filters: None (all vulnerabilities)
CVE,Severity,KEV,Status,Server,Package,Version,Fixed Version,First Detected,Last Seen,Fixed Date,Scanner
GHSA-wgx2-6432-j3fw,CRITICAL,No,Open,WindowsRunner,bigint,0.8,,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2019-0036,CRITICAL,No,Open,WindowsRunner,failure,0.1.8,,6 abr 2026,6 abr 2026,,jadi
GHSA-43w2-9j62-hq99,CRITICAL,No,Open,WindowsRunner,smallvec,1.0,1.6.1,6 abr 2026,6 abr 2026,,jadi
GHSA-67hx-6x53-jw92,CRITICAL,No,Open,WindowsRunner,babel-traverse,6.26.0,,6 abr 2026,6 abr 2026,,jadi
GHSA-w7j2-35mf-95p7,CRITICAL,No,Open,WindowsRunner,rand_core,0.6.0,0.6.2,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2020-0025,CRITICAL,No,Open,WindowsRunner,bigint,0.8,,6 abr 2026,6 abr 2026,,jadi
GHSA-rm4w-6696-r77p,CRITICAL,No,Open,WindowsRunner,nb-connect,1.0.2,1.0.3,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2020-0036,CRITICAL,No,Open,WindowsRunner,failure,0.1.8,,6 abr 2026,6 abr 2026,,jadi
GHSA-xvch-5gv4-984h,CRITICAL,No,Open,WindowsRunner,minimist,1.2.5,1.2.6,6 abr 2026,6 abr 2026,,jadi
GHSA-9crc-q9x8-hgqq,CRITICAL,No,Open,WindowsRunner,vitest,4.1.0,,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2021-0023,CRITICAL,No,Open,WindowsRunner,rand_core,0.6.0,0.6.2,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2021-0021,CRITICAL,No,Open,WindowsRunner,nb-connect,1.0.2,1.0.3,6 abr 2026,6 abr 2026,,jadi
GHSA-w7j2-35mf-95p7,CRITICAL,No,Open,WindowsRunner,rand_core,0.6,0.6.2,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2021-0003,CRITICAL,No,Open,WindowsRunner,smallvec,1.0,1.6.1,6 abr 2026,6 abr 2026,,jadi
GHSA-2w6w-674q-4c4q,CRITICAL,No,Open,WindowsRunner,handlebars,4.7.8,4.7.9,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2021-0093,CRITICAL,No,Open,WindowsRunner,crossbeam-deque,0.8.0,0.8.1,6 abr 2026,6 abr 2026,,jadi
GHSA-9crc-q9x8-hgqq,CRITICAL,No,Open,WindowsRunner,vitest,4.1.2,,6 abr 2026,6 abr 2026,,jadi
GHSA-r98r-j25q-rmpr,CRITICAL,No,Open,WindowsRunner,failure,0.1.8,,6 abr 2026,6 abr 2026,,jadi
GHSA-jq66-xh47-j9f3,CRITICAL,No,Open,WindowsRunner,failure,0.1.8,,6 abr 2026,6 abr 2026,,jadi
GHSA-pqqp-xmhj-wgcw,CRITICAL,No,Open,WindowsRunner,crossbeam-deque,0.7.1,0.7.4,6 abr 2026,6 abr 2026,,jadi
GHSA-pqqp-xmhj-wgcw,CRITICAL,No,Open,WindowsRunner,crossbeam-deque,0.8.0,0.8.1,6 abr 2026,6 abr 2026,,jadi
GHSA-pqqp-xmhj-wgcw,CRITICAL,No,Open,WindowsRunner,crossbeam-deque,0.7.3,0.7.4,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2021-0023,CRITICAL,No,Open,WindowsRunner,rand_core,0.6,0.6.2,6 abr 2026,6 abr 2026,,jadi
CVE-2021-32810,CRITICAL,No,Open,WindowsRunner,crossbeam-deque,0.7.1,"0.7.4, 0.8.1",6 abr 2026,6 abr 2026,,trivy
CVE-2024-0057,CRITICAL,No,Open,V13,NuGet.Packaging,6.8.1-rc.32767,"5.11.6, 6.0.6, 6.3.4, 6.4.3, 6.6.2, 6.7.1, 6.8.1",6 abr 2026,6 abr 2026,,trivy
CVE-2026-33186,CRITICAL,No,Open,V13,google.golang.org/grpc,v1.75.0,1.79.3,6 abr 2026,6 abr 2026,,trivy
CVE-2024-5262,CRITICAL,No,Open,rengine,github.com/projectdiscovery/interactsh,v1.1.9,1.2.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-21613,CRITICAL,No,Open,rengine,github.com/go-git/go-git/v5,v5.11.0,5.13.0,6 abr 2026,6 abr 2026,,trivy
CVE-2024-45337,CRITICAL,No,Open,rengine,golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,0.31.0,6 abr 2026,6 abr 2026,,trivy
CVE-2024-45337,CRITICAL,No,Open,rengine,golang.org/x/crypto,v0.19.0,0.31.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-68121,CRITICAL,No,Open,rengine,stdlib,v1.18.2,"1.24.13, 1.25.7, 1.26.0-rc.3",6 abr 2026,6 abr 2026,,trivy
CVE-2024-24790,CRITICAL,No,Open,rengine,stdlib,v1.18.2,"1.21.11, 1.22.4",6 abr 2026,6 abr 2026,,trivy
CVE-2023-24540,CRITICAL,No,Open,rengine,stdlib,v1.18.2,"1.19.9, 1.20.4",6 abr 2026,6 abr 2026,,trivy
CVE-2023-24538,CRITICAL,No,Open,rengine,stdlib,v1.18.2,"1.19.8, 1.20.3",6 abr 2026,6 abr 2026,,trivy
CVE-2024-45337,CRITICAL,No,Open,rengine,golang.org/x/crypto,v0.23.0,0.31.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-68121,CRITICAL,No,Open,rengine,stdlib,v1.21.4,"1.24.13, 1.25.7, 1.26.0-rc.3",6 abr 2026,6 abr 2026,,trivy
CVE-2024-24790,CRITICAL,No,Open,rengine,stdlib,v1.21.4,"1.21.11, 1.22.4",6 abr 2026,6 abr 2026,,trivy
CVE-2024-45337,CRITICAL,No,Open,rengine,golang.org/x/crypto,v0.17.0,0.31.0,6 abr 2026,6 abr 2026,,trivy
CVE-2024-41110,CRITICAL,No,Open,rengine,github.com/docker/docker,v26.1.3+incompatible,"23.0.15, 26.1.5, 27.1.1, 25.0.6",6 abr 2026,6 abr 2026,,trivy
CVE-2024-41110,CRITICAL,No,Open,rengine,github.com/docker/docker,v26.0.0+incompatible,"23.0.15, 26.1.5, 27.1.1, 25.0.6",6 abr 2026,6 abr 2026,,trivy
CVE-2026-33186,CRITICAL,No,Open,rengine,google.golang.org/grpc,v1.59.0,1.79.3,6 abr 2026,6 abr 2026,,trivy
CVE-2024-45337,CRITICAL,No,Open,rengine,golang.org/x/crypto,v0.21.0,0.31.0,6 abr 2026,6 abr 2026,,trivy
CVE-2024-41110,CRITICAL,No,Open,rengine,github.com/docker/docker,26.1.4,"23.0.15, 26.1.5, 27.1.1, 25.0.6",6 abr 2026,6 abr 2026,,trivy
CVE-2025-68121,CRITICAL,No,Open,rengine,stdlib,v1.21.11,"1.24.13, 1.25.7, 1.26.0-rc.3",6 abr 2026,6 abr 2026,,trivy
CVE-2025-43859,CRITICAL,No,Open,rengine,h11,0.14.0,0.16.0,6 abr 2026,6 abr 2026,,trivy
CVE-2025-64459,CRITICAL,No,Open,rengine,Django,3.2.4,"5.2.8, 5.1.14, 4.2.26",6 abr 2026,6 abr 2026,,trivy
CVE-2023-31047,CRITICAL,No,Open,rengine,Django,3.2.4,"3.2.19, 4.1.9, 4.2.1",6 abr 2026,6 abr 2026,,trivy
CVE-2022-34265,CRITICAL,No,Open,rengine,Django,3.2.4,"3.2.14, 4.0.6",6 abr 2026,6 abr 2026,,trivy
CVE-2022-28347,CRITICAL,No,Open,rengine,Django,3.2.4,"2.2.28, 3.2.13, 4.0.4",6 abr 2026,6 abr 2026,,trivy
CVE-2022-28346,CRITICAL,No,Open,rengine,Django,3.2.4,"2.2.28, 3.2.13, 4.0.4",6 abr 2026,6 abr 2026,,trivy
CVE-2021-35042,CRITICAL,No,Open,rengine,Django,3.2.4,"3.2.5, 3.1.13",6 abr 2026,6 abr 2026,,trivy
CVE-2023-5217,HIGH,Yes,Open,WindowsRunner,edge_chromium (microsoft),146.0.3856.97,,6 abr 2026,6 abr 2026,,jadi
CVE-2023-5217,HIGH,Yes,Open,DCPROD,edge_chromium (microsoft),146.0.3856.97,,6 abr 2026,6 abr 2026,,jadi
CVE-2025-38352,HIGH,Yes,Open,rengine,linux-modules-extra-5.15.0-112-generic,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53197,HIGH,Yes,Open,rengine,linux-modules-extra-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53150,HIGH,Yes,Open,rengine,linux-modules-extra-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53104,HIGH,Yes,Open,rengine,linux-modules-extra-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50302,HIGH,Yes,Open,rengine,linux-modules-extra-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,rengine,linux-modules-extra-5.15.0-112-generic,5.15.0-112.122,5.15.0-121.131,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53197,HIGH,Yes,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53150,HIGH,Yes,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53104,HIGH,Yes,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50302,HIGH,Yes,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,rengine,linux-modules-5.15.0-112-generic,5.15.0-112.122,5.15.0-121.131,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112-generic,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53197,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53150,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112-generic,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53104,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50302,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112-generic,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112-generic,5.15.0-112.122,5.15.0-121.131,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53197,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53150,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-135.146,6 abr 2026,6 abr 2026,,trivy
CVE-2024-53104,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-50302,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-133.144,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-121.131,6 abr 2026,6 abr 2026,,trivy
CVE-2025-48384,HIGH,Yes,Open,rengine,git-man,1:2.34.1-1ubuntu1.11,1:2.34.1-1ubuntu1.13,6 abr 2026,6 abr 2026,,trivy
CVE-2025-48384,HIGH,Yes,Open,rengine,git,1:2.34.1-1ubuntu1.11,1:2.34.1-1ubuntu1.13,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel-modules-core,5.14.0-427.24.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel-modules-core,5.14.0-427.24.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel-modules-core,5.14.0-427.13.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel-modules-core,5.14.0-427.13.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel-modules,5.14.0-427.24.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel-modules,5.14.0-427.24.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel-modules,5.14.0-427.13.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel-modules,5.14.0-427.13.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel-core,5.14.0-427.24.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel-core,5.14.0-427.24.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel-core,5.14.0-427.13.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel-core,5.14.0-427.13.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel,5.14.0-427.24.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel,5.14.0-427.24.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38352,HIGH,Yes,Open,Decoy,kernel,5.14.0-427.13.1.el9_4,5.14.0-570.42.2.el9_6,6 abr 2026,6 abr 2026,,trivy
CVE-2024-36971,HIGH,Yes,Open,Decoy,kernel,5.14.0-427.13.1.el9_4,5.14.0-427.31.1.el9_4,6 abr 2026,6 abr 2026,,trivy
CVE-2022-35826,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-gchp-q4r4-x4ff,HIGH,No,Open,WindowsRunner,tar,0.4.16,0.4.45,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0042,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.11,0.13.13,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0042,HIGH,No,Open,WindowsRunner,aws-lc-fips-sys,0.13.7,0.13.13,6 abr 2026,6 abr 2026,,jadi
GHSA-gchp-q4r4-x4ff,HIGH,No,Open,WindowsRunner,tar,0.4.44,0.4.45,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35825,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-mw96-cpmx-2vgc,HIGH,No,Open,WindowsRunner,rollup,0.41.6,2.80.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2022-0013,HIGH,No,Open,WindowsRunner,regex,1.4.2,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-m5pq-gvj9-9vr8,HIGH,No,Open,WindowsRunner,regex,1,1.5.5,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2022-0013,HIGH,No,Open,WindowsRunner,regex,1.3.1,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-35jh-r3h4-6jhm,HIGH,No,Open,WindowsRunner,lodash,4.17.20,4.17.21,6 abr 2026,6 abr 2026,,jadi
GHSA-62jx-8vmh-4mcw,HIGH,No,Open,WindowsRunner,tar,0.4.16,0.4.36,6 abr 2026,6 abr 2026,,jadi
GHSA-9c47-m6qq-7p4h,HIGH,No,Open,WindowsRunner,json5,0.5.1,1.0.2,6 abr 2026,6 abr 2026,,jadi
GHSA-3ppc-4f35-3m26,HIGH,No,Open,WindowsRunner,minimatch,3.0.4,3.1.3,6 abr 2026,6 abr 2026,,jadi
GHSA-8gc5-j5rx-235r,HIGH,No,Open,WindowsRunner,fast-xml-parser,5.4.1,5.5.6,6 abr 2026,6 abr 2026,,jadi
GHSA-m5pq-gvj9-9vr8,HIGH,No,Open,WindowsRunner,regex,1.5.4,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-rf6f-7fwh-wjgh,HIGH,No,Open,WindowsRunner,flatted,3.4.1,3.4.2,6 abr 2026,6 abr 2026,,jadi
CVE-2023-24897,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2019-0017,HIGH,No,Open,WindowsRunner,once_cell,1,1.0.1,6 abr 2026,6 abr 2026,,jadi
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35777,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-grv7-fg5c-xmjg,HIGH,No,Open,WindowsRunner,braces,2.3.2,3.0.3,6 abr 2026,6 abr 2026,,jadi
GHSA-23c5-xmqv-rm74,HIGH,No,Open,WindowsRunner,minimatch,3.0.4,3.1.4,6 abr 2026,6 abr 2026,,jadi
GHSA-xhfc-gr8f-ffwc,HIGH,No,Open,WindowsRunner,System.Private.Uri,4.3.0,4.3.2,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-23c5-xmqv-rm74,HIGH,No,Open,WindowsRunner,minimatch,9.0.4,9.0.7,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-m5pq-gvj9-9vr8,HIGH,No,Open,WindowsRunner,regex,0.2,1.5.5,6 abr 2026,6 abr 2026,,jadi
CVE-2022-38012,HIGH,No,Open,WindowsRunner,edge_chromium (microsoft),146.0.3856.97,,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-cmhx-cq75-c4mj,HIGH,No,Open,WindowsRunner,System.Text.RegularExpressions,4.3.0,4.3.1,6 abr 2026,6 abr 2026,,jadi
GHSA-394x-vwmw-crm3,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-7jgj-8wvc-jh57,HIGH,No,Open,WindowsRunner,System.Net.Http,4.3.0,4.3.4,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-7j44-fv4x-79g9,HIGH,No,Open,WindowsRunner,once_cell,1,1.0.1,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2022-0013,HIGH,No,Open,WindowsRunner,regex,1,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-m5pq-gvj9-9vr8,HIGH,No,Open,WindowsRunner,regex,1.4.2,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-vw5v-4f2q-w9xf,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
CVE-2022-35827,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
GHSA-3mfm-83xf-c92r,HIGH,No,Open,WindowsRunner,handlebars,4.7.8,4.7.9,6 abr 2026,6 abr 2026,,jadi
GHSA-6xvm-j4wr-6v98,HIGH,No,Open,WindowsRunner,quinn-proto,0.11.13,0.11.14,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.37.1,0.39.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-v5w6-wcm8-jm4q,HIGH,No,Open,WindowsRunner,openssl-src,111.24.0+1.1.1s,111.25.0,6 abr 2026,6 abr 2026,,jadi
GHSA-7r86-cg39-jmmj,HIGH,No,Open,WindowsRunner,minimatch,9.0.4,9.0.7,6 abr 2026,6 abr 2026,,jadi
GHSA-qc84-gqf4-9926,HIGH,No,Open,WindowsRunner,crossbeam-utils,0.7.2,0.8.7,6 abr 2026,6 abr 2026,,jadi
GHSA-qc84-gqf4-9926,HIGH,No,Open,WindowsRunner,crossbeam-utils,0.6.6,0.8.7,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.29.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.30.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-9cx6-37pm-9jff,HIGH,No,Open,WindowsRunner,handlebars,4.7.8,4.7.9,6 abr 2026,6 abr 2026,,jadi
GHSA-grv7-fg5c-xmjg,HIGH,No,Open,WindowsRunner,braces,1.8.5,3.0.3,6 abr 2026,6 abr 2026,,jadi
GHSA-25h7-pfq9-p65f,HIGH,No,Open,WindowsRunner,flatted,3.3.1,3.4.0,6 abr 2026,6 abr 2026,,jadi
GHSA-r8w9-5wcg-vfj7,HIGH,No,Open,WindowsRunner,mio,0.8.9,0.8.11,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2022-0013,HIGH,No,Open,WindowsRunner,regex,0.2,1.5.5,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2022-0013,HIGH,No,Open,WindowsRunner,regex,1.5.4,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-v9p9-hfj2-hcw8,HIGH,No,Open,WindowsRunner,undici,5.29.0,6.24.0,6 abr 2026,6 abr 2026,,jadi
CVE-2025-49739,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-394x-vwmw-crm3,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
CVE-2024-20656,HIGH,No,Open,WindowsRunner,Microsoft Visual Studio,unknown,,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-93q8-gq69-wqmw,HIGH,No,Open,WindowsRunner,ansi-regex,4.1.0,4.1.1,6 abr 2026,6 abr 2026,,jadi
GHSA-447r-wph3-92pm,HIGH,No,Open,WindowsRunner,System.Formats.Asn1,5.0.0,6.0.1,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0046,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.32.2,0.38.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-qc84-gqf4-9926,HIGH,No,Open,WindowsRunner,crossbeam-utils,0.8.5,0.8.7,6 abr 2026,6 abr 2026,,jadi
GHSA-25h7-pfq9-p65f,HIGH,No,Open,WindowsRunner,flatted,3.3.3,3.4.0,6 abr 2026,6 abr 2026,,jadi
GHSA-hfpc-8r3f-gw53,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.35.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-c2c7-rcm5-vvqj,HIGH,No,Open,WindowsRunner,picomatch,2.2.2,2.3.2,6 abr 2026,6 abr 2026,,jadi
GHSA-9f94-5g5w-gf6r,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
GHSA-93q8-gq69-wqmw,HIGH,No,Open,WindowsRunner,ansi-regex,3.0.0,3.0.1,6 abr 2026,6 abr 2026,,jadi
GHSA-rf6f-7fwh-wjgh,HIGH,No,Open,WindowsRunner,flatted,3.3.1,3.4.2,6 abr 2026,6 abr 2026,,jadi
GHSA-m5pq-gvj9-9vr8,HIGH,No,Open,WindowsRunner,regex,1.3.1,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-w573-4hg7-7wgq,HIGH,No,Open,WindowsRunner,decode-uri-component,0.2.0,0.2.1,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0048,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.31.0,0.39.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2022-0013,HIGH,No,Open,WindowsRunner,regex,1.0,1.5.5,6 abr 2026,6 abr 2026,,jadi
GHSA-r7jw-wp68-3xch,HIGH,No,Open,WindowsRunner,openssl-src,111.24.0+1.1.1s,111.25.0,6 abr 2026,6 abr 2026,,jadi
RUSTSEC-2026-0047,HIGH,No,Open,WindowsRunner,aws-lc-sys,0.34.0,0.38.0,6 abr 2026,6 abr 2026,,jadi
GHSA-5f2m-466j-3848,HIGH,No,Open,WindowsRunner,System.Private.Uri,4.3.0,4.3.2,6 abr 2026,6 abr 2026,,jadi
