# Exported: 2026-04-06 | Filters: None (all vulnerabilities)
CVE,Severity,KEV,Status,Server,Package,Version,Fixed Version,First Detected,Last Seen,Fixed Date,Scanner
CVE-2025-38718,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38717,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38716,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38715,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38714,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38713,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38712,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38711,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38710,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38709,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38708,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38707,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38706,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38705,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38704,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38703,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38702,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38701,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38700,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38699,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38698,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38697,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38696,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38695,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38694,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38693,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38692,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38691,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38689,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38687,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38685,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38684,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38683,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38681,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38680,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38679,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38678,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38677,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38676,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38674,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38673,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38672,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38671,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38670,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38669,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38668,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38665,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38664,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38663,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38659,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38652,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38650,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38645,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38644,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38643,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38639,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38637,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-142.152,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38635,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38634,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38630,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38626,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38624,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38623,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38622,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38621,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38618,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-157.167,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38617,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-157.167,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38615,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38614,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38612,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38609,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38608,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38604,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38602,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38601,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38595,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38590,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38583,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38581,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38579,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38578,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38577,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38576,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38575,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-142.152,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38574,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38572,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38569,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38565,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38563,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38562,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38560,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38556,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-173.183,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38555,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38553,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38552,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38550,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38548,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38546,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38544,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38542,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38540,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38539,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38538,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38535,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38531,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38530,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38529,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38528,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38527,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38524,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38520,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38516,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38515,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38514,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38513,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38512,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38507,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38503,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38502,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38501,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38499,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38498,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38497,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38495,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38494,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38491,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38488,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38487,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38486,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38485,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38483,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38482,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38481,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38480,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38478,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38477,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-157.167,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38476,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38474,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38473,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38470,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38468,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-163.173,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38467,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38466,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38465,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38464,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38462,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38461,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38460,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38459,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38458,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38457,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38449,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38448,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38445,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38444,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38443,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38441,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38440,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38439,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38438,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38437,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38436,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38430,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38428,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38426,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38425,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38424,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38422,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38420,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38419,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38418,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38416,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38415,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38412,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38410,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38409,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,,6 abr 2026,6 abr 2026,,trivy
CVE-2025-38406,MEDIUM,No,Open,rengine,linux-headers-5.15.0-112,5.15.0-112.122,5.15.0-156.166,6 abr 2026,6 abr 2026,,trivy
